id,question,answer,mean_sim,max_sim,min_sim,std_sim,range_sim
31,Văn_bản này thuộc thể_loại nào,Hồi_ký,0.7818267345428467,0.828779399394989,0.7348741292953491,0.046952635049819946,0.09390527009963989
33,Em hiểu từ phong_cách trong phong_cách Hồ_Chí_Minh có nghĩa là gì,Dạng ngôn_ngữ sử_dụng theo yêu_cầu chức_năng điển_hình nào đó khác với những dạng khác về đặc_điểm từ_vựng ngữ_âm ngữ_pháp,0.8063770532608032,0.834915816783905,0.7778382897377014,0.028538763523101807,0.05707752704620361
34,Để làm nổi_bật lối sống rất giản_dị của Hồ_Chí_Minh tác_giả đã sử_dụng phương_thức lập_luận nào,Giải_thích,0.9828465580940247,0.9875512719154358,0.9784404635429382,0.003725462593138218,0.009110808372497559
35,Trong bài viết tác_giả cho rằng Nếp sống giản_dị và thanh_đạm của Bác_Hồ là một quan_niệm thẩm_mĩ về cuộc_sống Theo em cụm_từ quan_niệm thẩm_mĩ là gì,Quan_niệm về cái đẹp,0.8736366033554077,0.891099214553833,0.8561739921569824,0.017462611198425293,0.034925222396850586
36,Trong bài viết để làm nổi_bật vẻ đẹp của phong_cách Hồ_Chí_Minh tác_giả không sử_dụng biện_pháp nghệ_thuật nào,Sử_dụng phép nói quá,0.7844237685203552,0.8955527544021606,0.6732947826385498,0.11112898588180542,0.22225797176361084
37,Văn_bản Phong_cách Hồ_Chí_Minh sử_dụng phương_thức biểu_đạt chính là gì,Nghị_luận,0.7574003338813782,0.7595713138580322,0.7552293539047241,0.0021709799766540527,0.0043419599533081055
38,Để viết mở bài phân_tích văn_bản Phong_cách Hồ_Chí_Minh cần đảm_bảo ý nào sau đây,Giới_thiệu về phong_cách sống,0.888277530670166,0.9263960719108582,0.8311310410499573,0.041153401136398315,0.09526503086090088
39,Vì sao Hồ_Chủ_tịch lại có vốn văn_hoá sâu_rộng,Tìm_hiểu văn_hoá nghệ_thuật của khu_vực khác nhau trên thế_giới một_cách sâu_sắc uyên_thâm,0.6901790499687195,0.8222024440765381,0.42755722999572754,0.18570256233215332,0.39464521408081055
41,Ý nào nói đúng nhất những phương_diện thể_hiện lối sống giản_dị của chủ_tịch Hồ_Chí_Minh,Ăn_uống và nơi ở,0.5213501453399658,0.6010628342628479,0.44163745641708374,0.07971268892288208,0.15942537784576416
42,Trong bài viết Phong_cách Hồ_Chí_Minh tác_giả so_sánh lối sống của Bác_Hồ với lối sống của những_ai,Các danh_nho Trung_Quốc thời xưa,0.8806220889091492,0.9793114066123962,0.7891648411750793,0.07779527455568314,0.1901465654373169
43,Lối sống của Bác là sự kết_hợp giữa giản_dị và thanh_cao vì sao,Vẻ đẹp tâm_hồn Người mạnh_mẽ song cũng rất lãng_mạn,0.7344880104064941,0.8415824174880981,0.5331023335456848,0.14249707758426666,0.30848008394241333
44,Trong đoạn văn sau tác_giả sử_dụng biện_pháp nghệ_thuật gì để làm nổi_bật phong_cách Hồ_Chí_Minh Nếp sống giản_dị và thanh_đạm của Bác_Hồ cũng như các vị danh_nho xưa hoàn_toàn không phải cách tự thần_thánh_hoá tự làm cho khác đời hơn đời mà đây là một lối sống thanh_cao một_cách di_dưỡng tinh_thần một quan_niệm về thẩm_mĩ cuộc_sống có khả_năng đem lại hạnh_phúc thanh_cao cho tâm_hồn và thể_xác,Sử_dụng phép đối_lập,0.8710711598396301,0.8846687078475952,0.8581244349479675,0.010846419259905815,0.026544272899627686
45,Bài_học rút ra từ phẩm_chất của Bác qua văn_bản Phong_cách Hồ_Chí_Minh là gì,Đức_tính tiết_kiệm,0.8922036290168762,0.9046093225479126,0.8820911645889282,0.009334912523627281,0.022518157958984375
46,Tại_sao tác_giả lại gọi Bác là một nhân_cách rất Việt_Nam,Vì Bác là một người_yêu nước vĩ_đại,0.9392955303192139,0.9498650431632996,0.9227786064147949,0.011830671690404415,0.02708643674850464
62,Tác_giả của bài Phong_cách Hồ_Chí_Minh là ai,Lê_Anh_Trà,0.91815185546875,0.9263517260551453,0.9058024287223816,0.008887557312846184,0.020549297332763672
63,Phong_cách của Hồ_Chí_Minh là sự kết_hợp giữa,Cả ba đáp_án trên,0.5921621918678284,0.5940645933151245,0.5901318788528442,0.0016080680070444942,0.0039327144622802734
64,Vì sao Hồ_Chủ_tịch lại có vốn văn_hoá sâu_rộng,Cả 3 đáp_án trên,0.4298921525478363,0.4611942172050476,0.40092504024505615,0.024660121649503708,0.060269176959991455
65,Văn_bản này thuộc thể_loại nào,Nhật_dụng sử_dụng yếu_tố nghị_luận,0.7377235293388367,0.751097559928894,0.7304989695549011,0.009467021562159061,0.02059859037399292
66,Lối sống rất bình_dị rất Việt_Nam rất phương Đông của Bác được thể_hiện như_thế_nào,Cả 3 đáp_án trên,0.6614258885383606,0.6804021596908569,0.6297529935836792,0.022542359307408333,0.050649166107177734
67,Lối sống của Bác là sự kết_hợp giữa giản_dị và thanh_cao vì sao,Cả 3 đáp_án trên,0.5085961818695068,0.5331023335456848,0.46496137976646423,0.03093247301876545,0.06814095377922058
68,Trong quá_trình tiếp_thu tinh_hoa văn_hoá nước_ngoài Người tiếp_thu một_cách có chọn_lọc không ảnh_hưởng thụ_động biết tiếp_thu cái hay cái đẹp phê_phán hạn_chế tiêu_cực đúng hay sai,Đúng,0.9578888416290283,0.9578888416290283,0.9578888416290283,0.0,0.0
69,Chọn từ thích_hợp để điền vào chỗ trống Đó là cách sống giản_dị đạm_bạc nhưng rất của Hồ_Chí_Minh,Thanh_cao,0.815100371837616,0.8717803955078125,0.7778152823448181,0.04073888808488846,0.09396511316299438
70,Trong bài viết tác_giả cho rằng Nếp sống giản_dị và thanh_đạm của Bác_Hồ là một quan_niệm thẩm_mĩ về cuộc_sống Theo em cụm_từ quan_niệm thẩm_mĩ là gì,Quan_niệm về cuộc_sống,0.893674910068512,0.9854254722595215,0.8362460136413574,0.06555968523025513,0.14917945861816406
71,Trong bài viết để làm nổi_bật vẻ đẹp của phong_cách Hồ_Chí_Minh tác_giả không sử_dụng biện_pháp nghệ_thuật nào,Sử_dụng phép nói quá,0.7527148723602295,0.8955527544021606,0.6732947826385498,0.10121269524097443,0.22225797176361084
72,Trong các từ sau từ nào không phải là từ Hán_Việt,Vua,0.7689955234527588,0.8886474370956421,0.7071752548217773,0.0846223309636116,0.18147218227386475
73,Trong đoạn văn sau tác_giả sử_dụng biện_pháp nghệ_thuật gì để làm nổi_bật phong_cách Hồ_Chí_Minh Nếp sống giản_dị và thanh_đạm của Bác_Hồ cũng như các vị danh_nho xưa hoàn_toàn không phải cách tự thần_thánh_hoá tự làm cho khác đời hơn đời mà đây là một lối sống thanh_cao một_cách di_dưỡng tinh_thần một quan_niệm về thẩm_mĩ cuộc_sống có khả_năng đem lại hạnh_phúc thanh_cao cho tâm_hồn và thể_xác,Sử_dụng phép tăng_tiến,0.9221256375312805,0.9496734142303467,0.8704204559326172,0.03658730164170265,0.07925295829772949
74,Nhận_định nào không phải nguyên_nhân của các trường_hợp không tuân_thủ phương_châm hội_thoại,Người nói muốn gây một sự chú_ý để người nghe hiểu câu nói đó theo một hàm_ý nào đó,0.8904841542243958,0.9073033332824707,0.8743304014205933,0.013469360768795013,0.03297293186187744
75,Các câu tục_ngữ sau phù_hợp với phương_châm hội_thoại nào trong giao_tiếp 1 Nói có sách mách có chứng 2 Biết thưa thì thốt 3 Không biết dựa cột mà nghe,Phương_châm về chất,0.9296650290489197,0.9775002002716064,0.9028988480567932,0.033904433250427246,0.07460135221481323
76,Nói giảm nói tránh là phép tu_từ liên_quan đến phương_châm hội_thoại nào,Phương_châm về lượng,0.8216983675956726,0.919646143913269,0.6959875822067261,0.09339477121829987,0.22365856170654297
77,Xác_định phương_châm hội_thoại của câu tục_ngữ Lời_nói chẳng mất tiền mua Lựa lời mà nói cho vừa_lòng nhau,Phương_châm lịch_sự,0.7408475279808044,0.8151016235351562,0.6707910895347595,0.058989256620407104,0.14431053400039673
78,Câu_Cô ấy nhìn tôi chằm_chằm bằng đôi mắt vi_phạm phương_châm nào,Phương_châm về lượng,0.8085340857505798,0.8714424967765808,0.7024590969085693,0.07543808221817017,0.16898339986801147
79,Phương_châm quan_hệ nào được thể_hiện trong đoạn trích sau Về đến nhà A Phủ lẳng vai ném nửa con bò xuống gốc đào trước cửa Pá_Tra bước ra hỏi Mất mấy con bò A Phủ trả_lời tự_nhiên Tôi về lấy súng thế_nào cũng bắn được Con hổ này to lắm,Phương_châm quan_hệ,0.9409920573234558,0.9651538133621216,0.8992478847503662,0.029639508575201035,0.06590592861175537
80,Đọc truyện_cười sau và trả_lời câu hỏi HỎI_THĂM SƯ Một anh học_trò gặp một nhà_sư dọc đường anh thân_mật hỏi_thăm A Di_Đà_Phật_Sư ông vẫn khoẻ chứ Được mấy cháu rồi Sư đáp Đã tu_hành thì làm gì có vợ mà hỏi mấy con Thế sư_ông già có chết không Ai già lại chẳng chết Thế sau_này lấy đâu ra sư con Truyện_cười dân_gian Việt_Nam,Phương_châm về chất,0.9090020060539246,0.9288311004638672,0.875008225440979,0.024148166179656982,0.053822875022888184
81,Để không vi_phạm các phương_châm hội_thoại cần làm_gì,Nắm được đặc_điểm của tình_huống giao_tiếp,0.8097235560417175,0.9208550453186035,0.6820887327194214,0.09817197173833847,0.23876631259918213
84,Phương_châm về lượng là gì,Khi giao_tiếp cần nói cho có nội_dung nội_dung phải đáp_ứng yêu_cầu của cuộc giao_tiếp,0.8509170413017273,0.8645908832550049,0.8248839378356934,0.018415993079543114,0.03970694541931152
85,Thế_nào là phương_châm về chất,Khi giao_tiếp không nên nói những diều mà mình không tin là đúng hay không có bằng_chứng xác_thực,0.6661460995674133,0.7689681053161621,0.49987807869911194,0.11866312474012375,0.26909002661705017
86,Phương_châm quan_hệ là gì,Khi giao_tiếp cần nói đúng vào đề_tài giao_tiếp tránh nói lạc_đề,0.8699502944946289,0.8946481943130493,0.8475633859634399,0.019291631877422333,0.047084808349609375
87,Câu thành_ngữ nói_nhăng_nói_cuội phản_ánh phương_châm hội_thoại nào,Phương_châm về chất,0.8823039531707764,0.9510483741760254,0.8070756196975708,0.058955177664756775,0.1439727544784546
88,Câu thành_ngữ ăn_ốc_nói_mò liên_quan tới phương_châm hội_thoại nào,Phương_châm về chất,0.8678569197654724,0.9508922100067139,0.7656550407409668,0.07682760059833527,0.18523716926574707
89,Thành_ngữ nói đơm nói đặt liên_quan tới phương_châm hội_thoại,Phương_châm về chất,0.9337604641914368,0.9403638243675232,0.9219051599502563,0.00840110145509243,0.018458664417266846
99,Thế_nào là phương_châm về chất,Khi giao_tiếp không nên nói những điều mà mình không tin là đúng hay không có bằng_chứng xác_thực,0.706585705280304,0.8250993490219116,0.5160039067268372,0.13608910143375397,0.30909544229507446
100,Phương_châm quan_hệ là gì,Khi giao_tiếp cần nói đúng vào đề_tài giao_tiếp tránh nói lạc_đề,0.8699502944946289,0.8946481943130493,0.8475633859634399,0.019291631877422333,0.047084808349609375
101,Câu thành_ngữ nói_nhăng_nói_cuội phản_ánh phương_châm hội_thoại nào,Phương_châm về chất,0.8823039531707764,0.9510483741760254,0.8070756196975708,0.058955177664756775,0.1439727544784546
102,Thành_ngữ nói đơm nói đặt liên_quan tới phương_châm hội_thoại,Phương_châm về chất,0.9337604641914368,0.9403638243675232,0.9219051599502563,0.00840110145509243,0.018458664417266846
103,Xác_định phương_châm hội_thoại của câu tục_ngữ Lời_nói chẳng mất tiền mua Lựa lời mà nói cho vừa_lòng nhau,Phương_châm lịch_sự,0.7408475279808044,0.8151016235351562,0.6707910895347595,0.058989256620407104,0.14431053400039673
104,Câu_Cô ấy nhìn tôi chằm_chằm bằng đôi mắt vi_phạm phương_châm nào,Phương_châm về lượng,0.8085340857505798,0.8714424967765808,0.7024590969085693,0.07543808221817017,0.16898339986801147
105,Phương_châm hội_thoại nào được thể_hiện trong đoạn trích sau Về đến nhà A Phủ lẳng vai ném nửa con bò xuống gốc đào trước cửa Pá_Tra bước ra hỏi Mất mấy con bò A Phủ trả_lời tự_nhiên Tôi về lấy súng thế_nào cũng bắn được Con hổ này to lắm,Phương_châm quan_hệ,0.9420801997184753,0.947068452835083,0.9382447600364685,0.0036933382507413626,0.008823692798614502
106,Câu trả_lời trong đoạn hội_thoại sau vi_phạm phương_châm hội_thoại nào Lan hỏi Bình_Cậu có biết trường đại_học Sư_phạm Hà_Nội ở đâu không Thì ở Hà_Nội chứ ở đâu,Phương_châm về lượng,0.9542674422264099,0.9618356227874756,0.9460018873214722,0.006482877302914858,0.015833735466003418
107,Các phương_châm hội_thoại là những quy_định bắt_buộc trong mọi tình_huống giao_tiếp đúng hay sai,Sai,0.9403923749923706,0.9403923749923706,0.9403923749923706,0.0,0.0
108,Nhận_định nào không phải nguyên_nhân của các trường_hợp không tuân_thủ phương_châm hội_thoại,Người nói muốn gây một sự chú_ý để người nghe hiểu câu nói đó theo một hàm_ý nào đó,0.8904841542243958,0.9073033332824707,0.8743304014205933,0.013469360768795013,0.03297293186187744
109,Khi nào cần thuyết_minh sự_vật một_cách hình_tượng bóng_bẩy,Khi muốn cho văn_bản thuyết_minh được sinh_động hấp_dẫn,0.8771803379058838,0.8793373107910156,0.8729457855224609,0.00299445609562099,0.0063915252685546875
110,Đoạn văn thuyết_minh sau đây có sử_dụng kết_hợp biện_pháp nghệ_thuật nào Lan không_chỉ đẹp về hoa mà_còn đẹp về lá Lan cành giao có lá hình_trụ giống cây cành giao Lan chân_rết có lá ngắn nhọn dẹt xếp thành hai dãy đều_đặn như chân_rết Có thứ gốc lá phồng lên thành củ gọi là lan quả quả táo Lan gấm thì mặt lá mượt như nhung lại điểm thêm những vân vàng óng như kim_tuyến,So_sánh và liệt_kê,0.8958325982093811,0.9051151871681213,0.8910546898841858,0.006564715877175331,0.014060497283935547
111,Đoạn văn sau đây sử_dụng phương_thức thuyết_minh kết_hợp với biện_pháp nghệ_thuật nào Chùa Bút_Tháp có kiến_trúc hoà_nhập với môi_trường thiên_nhiên bao quanh Người_xưa đã biết kết_hợp cảnh của cả vùng để tạo nên sự hoà_nhập đó Với cảnh_quan hiện có chúng_ta thấy bên trái chùa có dòng sông Đuống trước cửa chùa là đồng_ruộng mênh_mông xa_xa ở phía trái và phía phải chùa có núi Tam_Đảo núi Phật_Tích bao_bọc,Không có biện_pháp nghệ_thuật nào,0.8707038760185242,0.8820911645889282,0.8499504327774048,0.014698028564453125,0.03214073181152344
112,Đọc đoạn văn sau và trả_lời câu hỏi Đi khắp Việt_Nam nơi đâu ta cũng gặp những cây chuối thân_mềm vươn lên như những trụ_cột nhẵn bóng toả ra vòm lá xanh mướt che rợp từ vườn_tược đến núi_rừng Hầu_như ở nông_thôn nhà nào cũng trồng chuối Cây chuối rất ưa nước nên người ra thường trồng bên ao_hồ để nhanh tươi_tốt còn bên những khe suối hay thung_lũng chuối mọc thành rừng bạt_ngàn vô_tận Chuối phát_triển rất nhanh chuối mẹ đẻ chuối con chuối con_đẻ chuối cháu cứ phải gọi là con đàn cháu lũ Những biện_pháp nghệ_thuật nào được sử_dụng trong đoạn văn trên để thuyết_minh về cây chuối,Liệt_kê và nhân_hoá,0.9685635566711426,0.981583833694458,0.9569625854492188,0.010101554915308952,0.024621248245239258
113,Đoạn văn sau đây sử_dụng biện_pháp nghệ_thuật nào để thuyết_minh tuỳ theo góc_độ và tốc_độ di_chuyển của ta trên mặt_nước quanh chúng hoặc độ xa_gần và hướng ta tiến đến chúng hay rời xa chúng còn tuỳ theo cả hướng ánh_sáng rọi vào chúng hoặc đột_nhiên khiến cho mái đầu một nhân_vật Đá trẻ_trung ta chừng đã quen lắm bông bạc xoá lên và rõ_ràng trước_mắt ta là một bậc tiên_ông không còn có tuổi Ánh_sáng hắt lên từ mặt_nước lung_linh chảy khiến những con_người bằng đá vây quanh ta trên mặt vịnh càng lung_linh xao_động như đang đi_lại đang tụ lại cùng nhau hay đang toả ra Theo Ngữ_văn 9 tập một,Nhân_hoá,0.9797291159629822,0.9885152578353882,0.9695276021957397,0.007816015742719173,0.018987655639648438
114,Phương_pháp thuyết_minh nào được sử_dụng trong đoạn trích trên,Phương_pháp liệt_kê,0.8963592648506165,0.9293713569641113,0.8555907011032104,0.030616113916039467,0.07378065586090088
115,Điều cần tránh khi thuyết_minh kết_hợp với sử_dụng một_số biện_pháp nghệ_thuật là gì,Làm lu_mờ đối_tượng được thuyết_minh,0.8398280143737793,0.9152625799179077,0.7724933624267578,0.05856602266430855,0.1427692174911499
116,Đoạn văn sau sử_dụng phương_thức thuyết_minh kết_hợp với biện_pháp nghệ_thuật nào Hoa là biểu_tượng cho cái đẹp Mỗi loài hoa đều có ngôn_ngữ riêng Cúc tượng_trưng cho nếp sống khiêm_tốn điềm_đạm cho người giàu tâm_hồn Mẫu_đơn là vua hoa hoa phú quýĐào đầm_ấm khi dương xuân Lan được gọi là vương_giả hương thanh_nhã không phàm_tục,Liệt_kê,0.965364396572113,0.9707581400871277,0.9578289985656738,0.005491223651915789,0.012929141521453857
117,Muốn cho văn_bản thuyết_minh hấp_dẫn sinh_động người ta vận_dụng thêm một_số biện_pháp nghệ_thuật nào,Kể chuyện tự_thuật,0.7498986721038818,0.8291325569152832,0.6332798600196838,0.08421321958303452,0.19585269689559937
118,Đoạn văn sau sử_dụng phương_thức thuyết_minh kết_hợp với biện_pháp nghệ_thuật nào Nếu phở Hà_Nội ngon ít nơi sánh kịp là món quà phổ_biến hầu_như phố nào cũng có hàng bán phở thì bún_thang không phải là món ăn bỗ_bã ăn cho_qua cho_xong ăn cho chặt bụng như các món quà khác Bún_thang kén người làm và kén cả người ăn,Đối_lập,0.9148159623146057,0.9945008158683777,0.8446988463401794,0.06152946874499321,0.14980196952819824
119,Cho đoạn văn sau Tôi không biết có từ lúc_nào không rõ lắm nhưng chắc_chắn là từ rất xưa Từ khi con_người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó_khăn cho_nên giờ mới có câu tục_ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng_tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu_thùa có kim khâu dùng trong phẫu_thuật kim khâu giày kim đóng sách sách Công_dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng_tôi thì ngành sản_xuất gặp nhiều khó_khăn đấy Nghe nói từ cuối thế_kỉ XVIII một người Anh đã sáng_chế ra máy_khâu nhưng máy_khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng_tôi còn có cây kim châm_cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn_Tài_Thu đã nổi_tiếng thế_giới Đoạn văn vừa trích sử_dụng phương_thức biểu_đạt nào,Thuyết_minh,0.9911128878593445,0.9941465854644775,0.9856606721878052,0.0038634329102933407,0.008485913276672363
120,Khi nào cần thuyết_minh sự_vật một_cách hình_tượng bóng_bẩy,Khi thuyết_minh các đặc_điểm trừu_tượng không dễ thấy của đối_tượng,0.8950345516204834,0.9404141902923584,0.8530052304267883,0.03576310724020004,0.08740895986557007
131,Muốn cho văn_bản thuyết_minh hấp_dẫn sinh_động người ta vận_dụng thêm một_số biện_pháp nghệ_thuật nào,Kể chuyện tự_thuật,0.7498986721038818,0.8291325569152832,0.6332798600196838,0.08421321958303452,0.19585269689559937
132,Các biện_pháp nghệ_thuật được sử_dụng thích_hợp trong văn thuyết_minh nhằm tạo hứng_thú cho người đọc đúng hay sai,Đúng,0.9070131182670593,0.9070131182670593,0.9070131182670593,0.0,0.0
